CareerStage,IndustryCluster,CareerPath,JobTitle,JobSOCCode,EntryLevelWage,AverageWage,Skills,MatchScore
NOW,Information Technology,Cybersecurity,Data Scientist,15-1121,62372.0,83172.0,"['Machine Learning', 'Problem Solving', 'Technical Support', 'SQL', 'Software Development']",2
NEXT,Information Technology,Network Administration,Electrical Engineer,15-1256,57408.0,91939.0,"['Technical Support', 'Cloud Computing', 'Machine Learning', 'Software Development']",0
NEXT,Information Technology,Data Science,Network Engineer,17-2141,56078.0,113158.0,"['Python', 'SQL', 'Java', 'Cybersecurity']",2
NEXT,Engineering,Data Science,Systems Analyst,17-2051,57401.0,103937.0,"['CAD Software', 'Analytical Skills', 'Design Thinking']",0
NEXT,Information Technology,Engineering Design,DevOps Engineer,17-2141,67503.0,113509.0,"['Machine Learning', 'Cloud Computing', 'SQL', 'Problem Solving', 'Cybersecurity']",2
NOW,Engineering,Network Administration,Network Engineer,15-1121,60461.0,82499.0,"['Analytical Skills', 'Thermodynamics', 'Quality Control']",0
NEXT,Information Technology,Engineering Design,Quality Assurance Engineer,15-1121,52114.0,116601.0,"['Java', 'SQL', 'Problem Solving', 'Data Analysis', 'Database Management']",3
NEXT,Engineering,Engineering Design,Software Developer,17-2112,56746.0,74688.0,"['Project Management', 'Thermodynamics', 'Electrical Systems', 'Civil Engineering', 'Mathematics']",0
NEXT,Engineering,Network Administration,Network Engineer,15-1256,61346.0,93396.0,"['Project Management', 'Structural Analysis', 'Automation']",0
NEXT,Information Technology,Engineering Design,Electrical Engineer,17-2112,54118.0,84937.0,"['Python', 'Cybersecurity', 'Technical Support', 'Software Development']",0
NEXT,Engineering,Software Development,Mechanical Engineer,15-1121,56370.0,77335.0,"['Design Thinking', 'CAD Software', 'Thermodynamics']",0
NEXT,Information Technology,Data Science,Electrical Engineer,15-1152,67272.0,104224.0,"['Machine Learning', 'Python', 'Software Development']",0
NOW,Engineering,Data Science,AI Engineer,15-1132,66154.0,95075.0,"['Design Thinking', 'Mathematics', 'Civil Engineering', 'Quality Control', 'Thermodynamics', 'Automation']",0
NEXT,Engineering,Engineering Design,Systems Analyst,17-2112,62887.0,83799.0,"['Design Thinking', 'Mathematics', 'Thermodynamics', 'Quality Control', 'Civil Engineering', 'Mechanical Design']",0
NOW,Engineering,Project Management,Quality Assurance Engineer,15-1132,62389.0,93915.0,"['Mechanical Design', 'Electrical Systems', 'Project Management', 'Structural Analysis', 'Thermodynamics', 'Quality Control']",0
NOW,Engineering,Project Management,Civil Engineer,17-2112,60236.0,71486.0,"['Structural Analysis', 'Civil Engineering', 'Project Management']",0
NOW,Engineering,Engineering Design,Electrical Engineer,17-2141,62040.0,77620.0,"['Mathematics', 'CAD Software', 'Mechanical Design', 'Quality Control', 'Analytical Skills', 'Structural Analysis']",0
NEXT,Information Technology,Cybersecurity,Electrical Engineer,17-2112,56631.0,118618.0,"['Cybersecurity', 'Data Analysis', 'Python', 'Database Management']",0
NEXT,Information Technology,Network Administration,Electrical Engineer,17-2051,63366.0,94253.0,"['Technical Support', 'Python', 'Cybersecurity', 'Data Analysis']",0
NEXT,Information Technology,Project Management,AI Engineer,17-2071,65411.0,82285.0,"['Technical Support', 'SQL', 'Machine Learning', 'Cybersecurity', 'Python']",1
NOW,Information Technology,Data Science,Cybersecurity Specialist,17-2141,55105.0,70287.0,"['Java', 'SQL', 'Software Development', 'Data Analysis', 'Database Management']",2
NEXT,Engineering,Engineering Design,DevOps Engineer,17-2051,64326.0,97482.0,"['Analytical Skills', 'Structural Analysis', 'Civil Engineering', 'CAD Software']",0
NOW,Information Technology,Network Administration,DevOps Engineer,15-1256,58308.0,101099.0,"['Network Configuration', 'Database Management', 'Cybersecurity', 'Cloud Computing', 'SQL', 'Java']",2
NOW,Information Technology,Network Administration,Civil Engineer,15-1152,53500.0,103910.0,"['Machine Learning', 'Python', 'Database Management', 'Data Analysis', 'SQL']",1
NOW,Information Technology,Cybersecurity,Software Developer,15-1121,60419.0,90035.0,"['Data Analysis', 'Network Configuration', 'Cloud Computing', 'SQL', 'Software Development']",1
NOW,Engineering,Software Development,AI Engineer,15-1132,56815.0,116437.0,"['Analytical Skills', 'Design Thinking', 'Quality Control', 'Structural Analysis']",0
NOW,Engineering,Engineering Design,Cybersecurity Specialist,15-1256,64835.0,109743.0,"['CAD Software', 'Quality Control', 'Civil Engineering', 'Project Management', 'Structural Analysis']",0
NOW,Information Technology,Data Science,Data Scientist,15-1121,60461.0,74197.0,"['Machine Learning', 'Database Management', 'Data Analysis', 'Software Development', 'SQL', 'Python']",1
NEXT,Information Technology,Project Management,DevOps Engineer,17-2071,59510.0,90239.0,"['Technical Support', 'Software Development', 'Java', 'Cloud Computing', 'Cybersecurity']",1
NOW,Information Technology,Network Administration,Network Engineer,17-2112,63577.0,100696.0,"['Cybersecurity', 'Technical Support', 'Data Analysis']",0
NEXT,Information Technology,Data Science,Network Engineer,15-1132,68319.0,108830.0,"['Software Development', 'Cloud Computing', 'SQL', 'Technical Support', 'Java']",2
NEXT,Information Technology,Software Development,Cybersecurity Specialist,17-2051,65261.0,111285.0,"['Machine Learning', 'Python', 'Database Management', 'Problem Solving']",1
NEXT,Information Technology,Data Science,DevOps Engineer,15-1256,61874.0,103239.0,"['Database Management', 'Software Development', 'Java']",1
NOW,Information Technology,Data Science,DevOps Engineer,17-2051,59354.0,113944.0,"['Machine Learning', 'Java', 'Python', 'Cloud Computing']",1
NOW,Information Technology,Cybersecurity,Systems Analyst,15-1132,68479.0,86207.0,"['Data Analysis', 'Machine Learning', 'Problem Solving', 'Cloud Computing']",1
NOW,Information Technology,Project Management,Cybersecurity Specialist,17-2112,69233.0,77958.0,"['Network Configuration', 'Python', 'Problem Solving', 'Data Analysis', 'SQL', 'Technical Support']",2
NOW,Engineering,Project Management,Network Engineer,17-2071,58096.0,97210.0,"['Design Thinking', 'Mathematics', 'Thermodynamics', 'Structural Analysis', 'Automation']",0
NOW,Information Technology,Cybersecurity,DevOps Engineer,17-2112,55950.0,114175.0,"['Software Development', 'Machine Learning', 'Network Configuration']",0
NOW,Information Technology,Data Science,Data Scientist,15-1256,50835.0,100114.0,"['Network Configuration', 'Cloud Computing', 'Technical Support']",0
NOW,Information Technology,Project Management,Mechanical Engineer,15-1121,67565.0,71763.0,"['Java', 'Problem Solving', 'Python']",2
NOW,Engineering,Cybersecurity,Electrical Engineer,17-2051,56938.0,95775.0,"['Quality Control', 'Design Thinking', 'Structural Analysis', 'Thermodynamics', 'Project Management', 'Civil Engineering']",0
NOW,Information Technology,Engineering Design,Software Engineer,15-1132,55955.0,75846.0,"['Problem Solving', 'Machine Learning', 'Software Development', 'Database Management', 'Java']",2
NEXT,Information Technology,Network Administration,Mechanical Engineer,17-2112,52813.0,82114.0,"['Cybersecurity', 'Software Development', 'Database Management', 'Problem Solving', 'Data Analysis', 'SQL']",2
NOW,Information Technology,Cybersecurity,DevOps Engineer,15-1121,53213.0,114628.0,"['SQL', 'Data Analysis', 'Machine Learning', 'Database Management', 'Network Configuration']",1
NOW,Engineering,Cybersecurity,Software Engineer,17-2071,50487.0,112750.0,"['Structural Analysis', 'CAD Software', 'Mathematics', 'Thermodynamics', 'Analytical Skills']",0
NEXT,Engineering,Project Management,Software Engineer,15-1132,57416.0,111310.0,"['Structural Analysis', 'CAD Software', 'Design Thinking', 'Thermodynamics']",0
NEXT,Information Technology,Software Development,Civil Engineer,17-2051,57800.0,114432.0,"['Java', 'Database Management', 'Technical Support']",1
NOW,Engineering,Project Management,Electrical Engineer,15-1256,63403.0,95687.0,"['Civil Engineering', 'Design Thinking', 'Automation', 'Electrical Systems', 'Analytical Skills', 'Project Management']",0
NEXT,Engineering,Data Science,Data Scientist,15-1132,68526.0,96007.0,"['Mathematics', 'Automation', 'Project Management', 'Design Thinking', 'Quality Control', 'CAD Software']",0
NOW,Information Technology,Cybersecurity,Systems Analyst,17-2051,63723.0,83339.0,"['Python', 'Java', 'SQL', 'Network Configuration']",2
NEXT,Information Technology,Software Development,DevOps Engineer,15-1256,59009.0,98530.0,"['Cybersecurity', 'Software Development', 'Machine Learning', 'Technical Support', 'Data Analysis']",0
NEXT,Engineering,Network Administration,Cybersecurity Specialist,17-2051,58333.0,91836.0,"['Structural Analysis', 'Project Management', 'Analytical Skills', 'Mechanical Design']",0
NEXT,Information Technology,Software Development,Quality Assurance Engineer,15-1256,68692.0,89860.0,"['Cybersecurity', 'Machine Learning', 'Python', 'Technical Support']",0
NEXT,Information Technology,Project Management,Quality Assurance Engineer,15-1256,54354.0,116991.0,"['Machine Learning', 'Cloud Computing', 'Database Management', 'Network Configuration', 'Java', 'Python']",1
NEXT,Information Technology,Network Administration,Quality Assurance Engineer,17-2071,50409.0,95701.0,"['Python', 'Database Management', 'SQL', 'Network Configuration']",1
NEXT,Information Technology,Engineering Design,Electrical Engineer,17-2141,54396.0,83971.0,"['Network Configuration', 'Cybersecurity', 'Java', 'Python']",1
NEXT,Information Technology,Network Administration,Quality Assurance Engineer,17-2051,54729.0,83763.0,"['Database Management', 'Cloud Computing', 'Java', 'SQL']",2
NEXT,Information Technology,Data Science,Software Engineer,17-2051,60582.0,73569.0,"['Cybersecurity', 'Cloud Computing', 'Technical Support']",0
NOW,Engineering,Software Development,Civil Engineer,15-1152,67854.0,112025.0,"['Mechanical Design', 'Design Thinking', 'Thermodynamics']",0
NOW,Information Technology,Network Administration,Civil Engineer,15-1121,56658.0,97589.0,"['Database Management', 'Java', 'Cybersecurity']",1
NOW,Information Technology,Data Science,Civil Engineer,15-1121,66866.0,95339.0,"['Python', 'Database Management', 'Network Configuration', 'SQL', 'Cloud Computing']",1
NEXT,Information Technology,Software Development,Cybersecurity Specialist,17-2112,68330.0,76532.0,"['Java', 'Problem Solving', 'Machine Learning', 'Data Analysis', 'Software Development']",2
NEXT,Engineering,Engineering Design,Electrical Engineer,15-1132,51741.0,115836.0,"['Design Thinking', 'Quality Control', 'Structural Analysis', 'Automation', 'Project Management', 'Analytical Skills']",0
NOW,Information Technology,Data Science,AI Engineer,17-2051,61493.0,106371.0,"['Java', 'Network Configuration', 'Cloud Computing', 'SQL']",2
NEXT,Information Technology,Project Management,Systems Analyst,15-1152,60212.0,110010.0,"['Database Management', 'Machine Learning', 'Cybersecurity', 'Data Analysis']",0
NEXT,Information Technology,Cybersecurity,Quality Assurance Engineer,15-1256,50850.0,72215.0,"['Network Configuration', 'Cybersecurity', 'Cloud Computing', 'Python', 'Machine Learning', 'SQL']",1
NEXT,Engineering,Cybersecurity,Network Engineer,17-2112,62699.0,114914.0,"['Analytical Skills', 'Civil Engineering', 'Mechanical Design', 'Thermodynamics']",0
NOW,Engineering,Network Administration,Software Engineer,15-1132,67362.0,101957.0,"['Mechanical Design', 'Thermodynamics', 'Design Thinking']",0
NEXT,Engineering,Project Management,Network Engineer,15-1256,51554.0,98049.0,"['Analytical Skills', 'CAD Software', 'Design Thinking', 'Thermodynamics', 'Project Management', 'Mathematics']",0
NOW,Engineering,Network Administration,Data Scientist,17-2071,53164.0,82780.0,"['Quality Control', 'Thermodynamics', 'Structural Analysis', 'Project Management', 'Mathematics']",0
NOW,Engineering,Engineering Design,DevOps Engineer,17-2141,63607.0,86726.0,"['Quality Control', 'Project Management', 'Thermodynamics', 'Structural Analysis', 'Analytical Skills']",0
NEXT,Engineering,Data Science,Quality Assurance Engineer,17-2051,67620.0,116905.0,"['Quality Control', 'Thermodynamics', 'Civil Engineering', 'Analytical Skills', 'Mechanical Design', 'CAD Software']",0
NOW,Engineering,Data Science,Electrical Engineer,17-2071,61502.0,91750.0,"['Thermodynamics', 'Mathematics', 'Electrical Systems']",0
NEXT,Information Technology,Data Science,Software Engineer,15-1121,55728.0,78281.0,"['Database Management', 'Cloud Computing', 'Machine Learning', 'Software Development', 'Java', 'SQL']",2
NOW,Information Technology,Software Development,Quality Assurance Engineer,17-2051,68960.0,96747.0,"['Cybersecurity', 'Machine Learning', 'Cloud Computing', 'Technical Support']",0
NEXT,Engineering,Project Management,Quality Assurance Engineer,15-1256,52532.0,104232.0,"['Quality Control', 'Electrical Systems', 'Design Thinking']",0
NOW,Information Technology,Software Development,AI Engineer,17-2051,52249.0,74491.0,"['Cloud Computing', 'Problem Solving', 'Software Development', 'Machine Learning']",1
NEXT,Information Technology,Cybersecurity,Quality Assurance Engineer,15-1256,52140.0,95503.0,"['Data Analysis', 'Python', 'Machine Learning', 'Software Development', 'Java', 'Cloud Computing']",1
NEXT,Information Technology,Network Administration,Network Engineer,17-2141,60011.0,94902.0,"['SQL', 'Java', 'Cloud Computing', 'Cybersecurity']",2
NEXT,Information Technology,Network Administration,DevOps Engineer,17-2141,66408.0,111940.0,"['Java', 'Machine Learning', 'SQL', 'Network Configuration', 'Cloud Computing', 'Software Development']",2
NOW,Engineering,Network Administration,Mechanical Engineer,17-2051,66813.0,85280.0,"['Analytical Skills', 'Quality Control', 'CAD Software', 'Automation', 'Project Management', 'Mathematics']",0
NOW,Information Technology,Engineering Design,Electrical Engineer,17-2051,53923.0,119090.0,"['Cloud Computing', 'SQL', 'Network Configuration', 'Software Development']",1
NEXT,Information Technology,Cybersecurity,DevOps Engineer,17-2051,56599.0,100230.0,"['Data Analysis', 'Java', 'Python', 'Technical Support', 'Database Management']",1
NEXT,Engineering,Project Management,DevOps Engineer,15-1132,64431.0,78742.0,"['Analytical Skills', 'Quality Control', 'Project Management', 'Design Thinking', 'Civil Engineering', 'Structural Analysis']",0
NOW,Information Technology,Cybersecurity,Systems Analyst,15-1152,52767.0,84683.0,"['Software Development', 'Problem Solving', 'SQL', 'Cloud Computing']",2
NEXT,Engineering,Engineering Design,DevOps Engineer,17-2141,64482.0,90348.0,"['Project Management', 'Civil Engineering', 'Automation']",0
NEXT,Engineering,Project Management,Civil Engineer,15-1132,66712.0,114306.0,"['Mechanical Design', 'CAD Software', 'Design Thinking']",0
NOW,Engineering,Cybersecurity,Software Developer,15-1132,60123.0,86688.0,"['CAD Software', 'Structural Analysis', 'Project Management', 'Civil Engineering', 'Thermodynamics', 'Analytical Skills']",0
NOW,Information Technology,Data Science,Mechanical Engineer,15-1132,66751.0,79471.0,"['Software Development', 'Problem Solving', 'Machine Learning', 'Java']",2
NOW,Engineering,Network Administration,DevOps Engineer,17-2141,50559.0,88020.0,"['CAD Software', 'Electrical Systems', 'Mechanical Design']",0
NEXT,Engineering,Network Administration,Quality Assurance Engineer,15-1152,69060.0,87595.0,"['Analytical Skills', 'Mathematics', 'Structural Analysis', 'Electrical Systems']",0
NOW,Information Technology,Software Development,Cybersecurity Specialist,15-1121,56706.0,100555.0,"['Network Configuration', 'Cloud Computing', 'Data Analysis', 'Software Development']",0
NOW,Engineering,Software Development,Quality Assurance Engineer,17-2112,50887.0,119453.0,"['Project Management', 'Structural Analysis', 'Mathematics', 'Quality Control']",0
NOW,Engineering,Data Science,AI Engineer,15-1256,53949.0,107335.0,"['Structural Analysis', 'Electrical Systems', 'Civil Engineering', 'Thermodynamics']",0
NOW,Engineering,Engineering Design,Quality Assurance Engineer,17-2112,50175.0,112313.0,"['Electrical Systems', 'Project Management', 'Quality Control', 'Thermodynamics', 'Design Thinking']",0
NEXT,Information Technology,Cybersecurity,Cybersecurity Specialist,17-2071,69577.0,74953.0,"['Software Development', 'Problem Solving', 'Java']",2
NEXT,Engineering,Data Science,Quality Assurance Engineer,15-1256,64351.0,107810.0,"['Civil Engineering', 'Mechanical Design', 'CAD Software', 'Thermodynamics', 'Structural Analysis']",0
NEXT,Information Technology,Software Development,Electrical Engineer,17-2141,51800.0,76167.0,"['SQL', 'Technical Support', 'Software Development']",1
NEXT,Information Technology,Engineering Design,Cybersecurity Specialist,15-1152,68627.0,84775.0,"['Python', 'Database Management', 'Cloud Computing', 'Data Analysis', 'Problem Solving']",1
NOW,Information Technology,Engineering Design,Software Developer,17-2071,63775.0,119503.0,"['Python', 'Problem Solving', 'Technical Support', 'Network Configuration', 'Cloud Computing']",1
NOW,Information Technology,Project Management,Network Engineer,15-1121,57877.0,100328.0,"['Machine Learning', 'Problem Solving', 'Python', 'Database Management', 'SQL']",2
NOW,Engineering,Engineering Design,Systems Analyst,17-2071,66307.0,81821.0,"['Mathematics', 'Project Management', 'Structural Analysis', 'Civil Engineering', 'Automation']",0
NEXT,Engineering,Software Development,Quality Assurance Engineer,15-1256,61261.0,75014.0,"['Project Management', 'Civil Engineering', 'Design Thinking']",0
NOW,Engineering,Project Management,Software Developer,17-2141,61771.0,73558.0,"['Electrical Systems', 'Project Management', 'CAD Software']",0
NEXT,Information Technology,Cybersecurity,AI Engineer,17-2141,64720.0,112264.0,"['SQL', 'Data Analysis', 'Python', 'Cybersecurity', 'Java', 'Network Configuration']",2
NEXT,Information Technology,Data Science,Software Developer,15-1132,60118.0,82612.0,"['Database Management', 'Network Configuration', 'Cybersecurity', 'Software Development', 'Cloud Computing', 'Python']",0
NOW,Finance,Software Development,Cybersecurity Analyst,29-1141,32362.0,46525.0,"['Data Analysis', 'Financial Forecasting', 'Financial Analysis', 'Budgeting', 'Compliance', 'Accounting Principles']",0
NEXT,Information Technology,Finance & Accounting,Civil Project Engineer,43-5081,44218.0,54939.0,"['SQL', 'Network Configuration', 'Cybersecurity', 'Cloud Computing', 'Problem Solving']",2
NOW,Finance,Software Development,Mechanical Design Engineer,17-2051,31632.0,72092.0,"['Risk Management', 'Tax Planning', 'Budgeting', 'Data Analysis', 'Accounting Principles']",0
NOW,Logistics,Automotive Engineering,Civil Project Engineer,43-5081,34542.0,65639.0,"['Data Entry', 'Warehouse Operations', 'Vendor Relations', 'Supply Chain Optimization', 'Order Processing', 'Inventory Management']",1
NOW,Logistics,IT Support,Electrical Systems Engineer,15-1256,42381.0,70119.0,"['Supply Chain Optimization', 'Warehouse Operations', 'Freight Management', 'Project Management']",0
NOW,Finance,Automotive Engineering,Tax Consultant,17-2112,35384.0,71747.0,"['Risk Management', 'Budgeting', 'Investment Analysis', 'Financial Forecasting', 'Tax Planning', 'Compliance']",0
NOW,Engineering,Finance & Accounting,Tax Consultant,17-2051,39270.0,71283.0,"['Civil Engineering', 'Structural Analysis', 'Electrical Systems']",0
NEXT,Engineering,Medical Services,Civil Project Engineer,29-1141,40701.0,56394.0,"['Structural Analysis', 'Project Management', 'Design Thinking', 'Quality Control']",0
NOW,Healthcare,Supply Chain Management,Financial Auditor,15-1256,35201.0,45183.0,"['Clinical Procedures', 'Problem Solving', 'Emergency Response']",1
NOW,Healthcare,Automotive Engineering,Civil Project Engineer,17-2051,37434.0,75034.0,"['Attention to Detail', 'Patient Care', 'Clinical Procedures', 'Medical Knowledge', 'Health Education', 'Problem Solving']",1
NEXT,Logistics,Supply Chain Management,Pharmacy Assistant,15-1132,34066.0,60540.0,"['Supply Chain Optimization', 'Data Entry', 'Logistics Coordination']",1
NEXT,Engineering,Medical Services,Logistics Planner,15-1121,40214.0,71225.0,"['Quality Control', 'Analytical Skills', 'Project Management', 'Thermodynamics', 'Mathematics']",0
NOW,Logistics,Medical Services,Pharmacy Assistant,43-5081,37166.0,61896.0,"['Warehouse Operations', 'Project Management', 'Forecasting Demand', 'Vendor Relations']",0
NEXT,Engineering,Supply Chain Management,Clinical Laboratory Technician,43-5081,37625.0,56563.0,"['Thermodynamics', 'Electrical Systems', 'Project Management', 'Design Thinking', 'Quality Control']",0
NEXT,Information Technology,Medical Services,Civil Project Engineer,29-1141,36140.0,63773.0,"['Software Development', 'Network Configuration', 'Python', 'Problem Solving', 'Database Management', 'Java']",2
NOW,Logistics,Medical Services,Supply Chain Analyst,17-2112,36753.0,60820.0,"['Vendor Relations', 'Data Entry', 'Attention to Detail', 'Project Management', 'Forecasting Demand', 'Warehouse Operations']",1
NOW,Logistics,Medical Services,Logistics Planner,17-2141,33258.0,50539.0,"['Inventory Management', 'Freight Management', 'Warehouse Operations', 'Attention to Detail', 'Project Management', 'Data Entry']",1
NEXT,Engineering,Supply Chain Management,Tax Consultant,13-2051,35371.0,61524.0,"['Automation', 'Thermodynamics', 'Quality Control', 'CAD Software', 'Design Thinking', 'Analytical Skills']",0
NEXT,Finance,IT Support,IT Support Specialist,17-2141,38624.0,51917.0,"['Investment Analysis', 'Tax Planning', 'Compliance', 'Financial Reporting', 'Accounting Principles']",0
NOW,Healthcare,Medical Services,Logistics Planner,11-3071,35823.0,77074.0,"['Patient Assessment', 'Emergency Response', 'Attention to Detail', 'Clinical Procedures']",0
NEXT,Healthcare,Finance & Accounting,Civil Project Engineer,29-1141,31349.0,71676.0,"['Health Education', 'Communication', 'Problem Solving']",1
NOW,Healthcare,IT Support,Logistics Planner,15-1256,37549.0,56858.0,"['Patient Care', 'Communication', 'Medical Knowledge', 'Attention to Detail']",0
NOW,Logistics,Medical Services,Cybersecurity Analyst,17-2141,38872.0,65485.0,"['Forecasting Demand', 'Data Entry', 'Inventory Management', 'Logistics Coordination', 'Project Management']",1
NEXT,Healthcare,Automotive Engineering,Supply Chain Analyst,15-1132,42364.0,45660.0,"['Communication', 'Medical Knowledge', 'Attention to Detail']",0
NEXT,Finance,Supply Chain Management,Pharmacy Assistant,15-1152,39561.0,54994.0,"['Financial Forecasting', 'Financial Analysis', 'Compliance']",0
NEXT,Logistics,Software Development,Civil Project Engineer,13-2051,44619.0,49736.0,"['Forecasting Demand', 'Project Management', 'Data Entry']",1
NEXT,Finance,Software Development,Risk Compliance Officer,43-5081,40294.0,61611.0,"['Financial Analysis', 'Compliance', 'Accounting Principles']",0
NEXT,Logistics,Medical Services,Automotive Quality Engineer,13-2051,32544.0,53933.0,"['Data Entry', 'Freight Management', 'Supply Chain Optimization']",1
NEXT,Engineering,Software Development,IT Support Specialist,17-2112,34690.0,69145.0,"['Mathematics', 'Project Management', 'Civil Engineering', 'CAD Software', 'Mechanical Design', 'Thermodynamics']",0
NOW,Engineering,Supply Chain Management,Junior Software Developer,15-1152,44148.0,52122.0,"['Project Management', 'Civil Engineering', 'Automation', 'Electrical Systems', 'Structural Analysis']",0
NOW,Finance,Medical Services,Automotive Quality Engineer,17-2051,33000.0,67602.0,"['Investment Analysis', 'Accounting Principles', 'Tax Planning', 'Financial Analysis', 'Risk Management']",0
NEXT,Healthcare,Finance & Accounting,Warehouse Operations Manager,15-1132,42660.0,53798.0,"['Medical Documentation', 'Communication', 'Health Education', 'Attention to Detail', 'Clinical Procedures']",0
NEXT,Logistics,Medical Services,Registered Nurse,17-2141,37487.0,46383.0,"['Freight Management', 'Supply Chain Optimization', 'Attention to Detail', 'Warehouse Operations']",0
NEXT,Finance,Medical Services,Supply Chain Analyst,13-2051,30518.0,76278.0,"['Accounting Principles', 'Compliance', 'Investment Analysis', 'Budgeting']",0
NEXT,Engineering,Software Development,Clinical Laboratory Technician,17-2141,44575.0,67333.0,"['Analytical Skills', 'Civil Engineering', 'Mathematics', 'Thermodynamics']",0
NOW,Healthcare,Software Development,Registered Nurse,43-5081,37026.0,76782.0,"['Patient Care', 'Medical Knowledge', 'Patient Assessment', 'Health Education', 'Medical Documentation']",0
NEXT,Finance,Medical Services,Risk Compliance Officer,15-1121,35173.0,47134.0,"['Risk Management', 'Data Analysis', 'Budgeting', 'Financial Reporting', 'Accounting Principles', 'Financial Forecasting']",0
NOW,Finance,Supply Chain Management,Pharmacy Assistant,17-2112,42643.0,46121.0,"['Investment Analysis', 'Data Analysis', 'Budgeting', 'Tax Planning', 'Risk Management']",0
NEXT,Logistics,Supply Chain Management,Civil Project Engineer,17-2141,41392.0,47818.0,"['Order Processing', 'Warehouse Operations', 'Attention to Detail', 'Inventory Management', 'Project Management', 'Vendor Relations']",0
NOW,Finance,Finance & Accounting,Logistics Planner,15-1152,33030.0,53498.0,"['Risk Management', 'Compliance', 'Data Analysis', 'Tax Planning', 'Financial Reporting', 'Attention to Detail']",0
NOW,Information Technology,Automotive Engineering,Cybersecurity Analyst,15-1121,32161.0,79270.0,"['Machine Learning', 'Problem Solving', 'Java', 'SQL', 'Software Development']",3
NOW,Logistics,Supply Chain Management,Senior Software Developer,15-1132,34915.0,71136.0,"['Freight Management', 'Order Processing', 'Logistics Coordination', 'Vendor Relations', 'Warehouse Operations', 'Project Management']",0
NEXT,Logistics,Finance & Accounting,Clinical Laboratory Technician,43-5081,30666.0,62293.0,"['Warehouse Operations', 'Supply Chain Optimization', 'Data Entry', 'Attention to Detail', 'Order Processing']",1
NEXT,Healthcare,IT Support,Network Administrator,15-1121,30630.0,64492.0,"['Diagnostic Skills', 'Health Education', 'Problem Solving']",1
NOW,Logistics,IT Support,IT Support Specialist,15-1121,42307.0,62781.0,"['Attention to Detail', 'Forecasting Demand', 'Data Entry']",1
NEXT,Information Technology,Software Development,Network Administrator,17-2112,37097.0,53722.0,"['Machine Learning', 'Java', 'Data Analysis', 'Cloud Computing']",1
NOW,Finance,Supply Chain Management,Senior Software Developer,17-2141,43269.0,68849.0,"['Financial Reporting', 'Accounting Principles', 'Budgeting', 'Risk Management', 'Compliance']",0
NOW,Logistics,Software Development,Warehouse Operations Manager,29-1141,32908.0,72375.0,"['Inventory Management', 'Supply Chain Optimization', 'Warehouse Operations', 'Data Entry', 'Vendor Relations']",1
NOW,Healthcare,Software Development,Network Administrator,43-5081,30986.0,69568.0,"['Diagnostic Skills', 'Medical Documentation', 'Patient Assessment', 'Patient Care']",0
NOW,Information Technology,Finance & Accounting,Electrical Systems Engineer,17-2071,30343.0,73052.0,"['Network Configuration', 'Cybersecurity', 'Cloud Computing', 'Python', 'Machine Learning']",0
NEXT,Logistics,Medical Services,Civil Project Engineer,17-2112,43136.0,48382.0,"['Attention to Detail', 'Project Management', 'Freight Management', 'Vendor Relations', 'Supply Chain Optimization']",0
NOW,Finance,IT Support,Network Administrator,17-2071,38232.0,52415.0,"['Accounting Principles', 'Data Analysis', 'Financial Reporting', 'Financial Analysis', 'Compliance']",0
NOW,Logistics,Automotive Engineering,Electrical Systems Engineer,15-1152,38446.0,76340.0,"['Data Entry', 'Vendor Relations', 'Supply Chain Optimization', 'Logistics Coordination']",1
NOW,Information Technology,Automotive Engineering,Network Administrator,15-1152,44712.0,53168.0,"['Software Development', 'Technical Support', 'Cloud Computing', 'Network Configuration', 'Problem Solving']",1
NEXT,Engineering,Finance & Accounting,Risk Compliance Officer,15-1256,40781.0,51437.0,"['Analytical Skills', 'Structural Analysis', 'Electrical Systems', 'Automation', 'Mechanical Design', 'Thermodynamics']",0
NOW,Engineering,Software Development,Clinical Laboratory Technician,17-2071,30260.0,58934.0,"['Civil Engineering', 'Automation', 'Design Thinking', 'Structural Analysis', 'Project Management']",0
NEXT,Healthcare,Software Development,Logistics Planner,15-1132,41452.0,50649.0,"['Diagnostic Skills', 'Medical Knowledge', 'Patient Care', 'Emergency Response', 'Patient Assessment']",0
NOW,Healthcare,IT Support,Pharmacy Assistant,17-2071,35667.0,73132.0,"['Medical Knowledge', 'Problem Solving', 'Diagnostic Skills']",1
NOW,Engineering,Finance & Accounting,IT Support Specialist,15-1132,36557.0,72710.0,"['CAD Software', 'Mathematics', 'Analytical Skills', 'Automation', 'Civil Engineering', 'Structural Analysis']",0
NEXT,Healthcare,Medical Services,Pharmacy Assistant,17-2051,36119.0,74655.0,"['Clinical Procedures', 'Communication', 'Medical Documentation', 'Diagnostic Skills', 'Emergency Response', 'Medical Knowledge']",0
NOW,Healthcare,Software Development,Cybersecurity Analyst,15-1256,44689.0,68301.0,"['Medical Knowledge', 'Problem Solving', 'Medical Documentation']",1
NOW,Logistics,Medical Services,Cybersecurity Analyst,17-2112,39206.0,66991.0,"['Attention to Detail', 'Supply Chain Optimization', 'Project Management', 'Data Entry']",1
NOW,Engineering,Supply Chain Management,Pharmacy Assistant,17-2112,31382.0,75489.0,"['Electrical Systems', 'Project Management', 'Analytical Skills', 'Quality Control', 'Civil Engineering']",0
